seed,fraction,group,current_uA_cm2,n,rate_hz,late_voltage_mV,late_voltage_sd_mV,h_available,sodium_mM,block,calcium_voltage_proxy,late_spikes,synaptic_g_mS_cm2,synaptic_inward_uA_cm2
1,0,all,20,40,65.75,-55.42315673828125,25.88216781616211,0.34426817297935486,12.890951156616211,0.0,0.12975165247917175,6.599999904632568,0.0,0.0
1,0,control,20,40,65.75,-55.42315673828125,25.88216781616211,0.34426817297935486,12.890951156616211,0.0,0.12975165247917175,6.599999904632568,0.0,0.0
1,0.25,all,20,40,75.5999984741211,-53.32830810546875,26.433246612548828,0.3061782717704773,13.324592590332031,0.0,0.15269789099693298,7.574999809265137,0.0,0.0
1,0.25,KD,20,10,105.0,-47.43978500366211,27.8322811126709,0.1917172372341156,14.656773567199707,0.0,0.22096648812294006,10.300000190734863,0.0,0.0
1,0.25,control,20,30,65.80000305175781,-55.29115295410156,25.966901779174805,0.34433192014694214,12.880534172058105,0.0,0.12994171679019928,6.666666507720947,0.0,0.0
1,0.5,all,20,40,85.55000305175781,-51.22551345825195,26.970928192138672,0.26764512062072754,13.771867752075195,0.0,0.17567937076091766,8.574999809265137,0.0,0.0
1,0.5,KD,20,20,105.30000305175781,-47.112693786621094,28.026973724365234,0.1911228448152542,14.656576156616211,0.0,0.2215166538953781,10.5,0.0,0.0
1,0.5,control,20,20,65.80000305175781,-55.33832550048828,25.91487693786621,0.34416741132736206,12.88715648651123,0.0,0.12984207272529602,6.650000095367432,0.0,0.0
1,0.75,all,20,40,95.55000305175781,-49.183738708496094,27.457477569580078,0.22906756401062012,14.215414047241211,0.0,0.19897447526454926,9.524999618530273,0.0,0.0
1,0.75,KD,20,30,105.66666412353516,-47.07728576660156,27.965513229370117,0.18968605995178223,14.672371864318848,0.0,0.22234538197517395,10.5,0.0,0.0
1,0.75,control,20,10,65.19999694824219,-55.503082275390625,25.933374404907227,0.347212016582489,12.8445405960083,0.0,0.12886172533035278,6.599999904632568,0.0,0.0
1,1,all,20,40,105.4000015258789,-47.06809997558594,28.02284812927246,0.1900499165058136,14.672523498535156,0.0,0.2219378650188446,10.449999809265137,0.0,0.0
1,1,KD,20,40,105.4000015258789,-47.06809997558594,28.02284812927246,0.1900499165058136,14.672523498535156,0.0,0.2219378650188446,10.449999809265137,0.0,0.0
1,0,all,120,40,89.5,-42.50396728515625,11.609224319458008,0.07652796804904938,13.277658462524414,0.0,0.2744317352771759,8.649999618530273,0.0,0.0
1,0,control,120,40,89.5,-42.50396728515625,11.609224319458008,0.07652796804904938,13.277658462524414,0.0,0.2744317352771759,8.649999618530273,0.0,0.0
1,0.25,all,120,40,75.55000305175781,-40.991851806640625,9.092140197753906,0.0660499781370163,13.152226448059082,0.2,0.29296398162841797,7.25,0.0,0.0
1,0.25,KD,120,10,20.600000381469727,-36.53681945800781,1.5777785778045654,0.03625939413905144,12.802282333374023,0.8,0.3452778458595276,1.7000000476837158,0.0,0.0
1,0.25,control,120,30,93.86666870117188,-42.476871490478516,11.596927642822266,0.07598017156124115,13.268875122070312,0.0,0.2755260169506073,9.100000381469727,0.0,0.0
1,0.5,all,120,40,49.29999923706055,-39.502384185791016,6.367053031921387,0.05568964406847954,13.021600723266602,0.4,0.30898144841194153,4.525000095367432,0.0,0.0
1,0.5,KD,120,20,12.199999809265137,-36.52482604980469,1.2339115142822266,0.03591357171535492,12.79192066192627,0.8,0.3422430157661438,0.8500000238418579,0.0,0.0
1,0.5,control,120,20,86.4000015258789,-42.47993469238281,11.50019359588623,0.07546572387218475,13.25128173828125,0.0,0.27571991086006165,8.199999809265137,0.0,0.0
1,0.75,all,120,40,34.5,-38.00754165649414,3.930056095123291,0.04631715267896652,12.947671890258789,0.6,0.328347772359848,3.0250000953674316,0.0,0.0
1,0.75,KD,120,30,9.600000381469727,-36.40505599975586,1.1460083723068237,0.03542648255825043,12.799824714660645,0.8,0.34552446007728577,0.5666666626930237,0.0,0.0
1,0.75,control,120,10,109.19999694824219,-42.815006256103516,12.282197952270508,0.07898915559053421,13.391209602355957,0.0,0.27681764960289,10.399999618530273,0.0,0.0
1,1,all,120,40,8.199999809265137,-36.4682731628418,1.0585702657699585,0.03556033968925476,12.792158126831055,0.825,0.342306524515152,0.42500001192092896,0.0,0.0
1,1,KD,120,40,8.199999809265137,-36.4682731628418,1.0585702657699585,0.03556033968925476,12.792158126831055,0.825,0.342306524515152,0.42500001192092896,0.0,0.0
